Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_Meanratio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDT45,15.85,15.85,53.3956,OUT035,600.5516,1.2389729232207087,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT16,9.895,9.895,260.5278,OUT045,8851.1452,0.7734786798276916,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE49,20.75,20.75,153.0024,OUT035,2428.8384,1.6219992527968268,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRF60,10.8,10.8,239.9564,OUT049,3813.7024,0.84422129784124,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCB54,8.76,8.76,128.3336,OUT049,2556.672,0.6847572749156724,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH20,16.1,16.1,97.34100000000001,OUT049,1255.0330000000001,1.2585150828929597,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA31,7.1,7.1,172.908,OUT035,2769.728,0.5549973346919262,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE33,19.35,19.35,76.8644,OUT045,1571.2879999999998,1.5125631586322217,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM12,16.7,16.7,189.2214,OUT010,188.4214,1.3054162661063617,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW44,9.5,9.5,168.6448,OUT013,1022.6688,0.7426020675455351,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRE48,8.43,8.43,197.8768,OUT013,3744.4592,0.6589616241483012,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCX18,14.15,14.15,196.511,OUT045,2749.7540000000004,1.1060862374494025,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA38,5.44,5.44,239.1538,OUT018,480.7076,0.42523739446818015,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ19,7.35,7.35,242.6512,OUT013,969.4048,0.5745394943641772,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY47,12.792854228644991,12.792854228644991,129.131,OUT027,4933.5779999999995,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE17,20.1,20.1,151.3366,OUT013,2720.4588,1.5711896376489745,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY25,12.0,12.0,181.8976,OUT046,4527.44,0.9380236642680444,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT03,21.25,21.25,185.5608,OUT035,3123.9336,1.6610835721413286,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB49,8.3,8.3,98.0384,OUT045,2857.6136,0.6487997011187308,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL43,10.1,10.1,76.067,OUT017,1454.773,0.7895032507589373,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE47,14.15,14.15,123.5046,OUT017,1992.0736,1.1060862374494025,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS49,9.0,9.0,78.3644,OUT045,1728.4168,0.7035177482010333,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU23,12.15,12.15,163.6184,OUT018,2311.6576,0.949748960071395,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU38,12.792854228644991,12.792854228644991,192.9504,OUT027,7478.2656,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV09,12.792854228644991,12.792854228644991,148.0734,OUT019,593.8936,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDR20,20.0,20.0,45.5744,OUT049,452.744,1.563372773780074,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY11,6.71,6.71,65.8142,OUT046,856.8846,0.5245115656032149,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG40,12.792854228644991,12.792854228644991,31.9558,OUT027,984.7182,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX20,7.365,7.365,228.372,OUT017,2037.348,0.5757120239445123,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ27,7.935,7.935,50.035,OUT013,149.805,0.6202681479972444,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH09,12.6,12.6,51.3982,OUT017,473.3838,0.9849248474814466,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG29,17.6,17.6,42.7454,OUT049,293.6178,1.3757680409264652,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCA30,19.0,19.0,190.1872,OUT049,5105.3544,1.4852041350910703,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCL53,7.5,7.5,175.3028,OUT017,3010.7476,0.5862647901675277,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE15,13.35,13.35,77.6012,OUT046,986.7156,1.0435513264981995,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCS38,8.6,8.6,112.9176,OUT046,458.0704,0.6722502927254318,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDY21,12.792854228644991,12.792854228644991,196.011,OUT019,589.2330000000001,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB58,10.5,10.5,140.6154,OUT010,283.6308,0.8207707062345388,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH41,9.0,9.0,213.3534,OUT046,1935.4806,0.7035177482010333,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF23,4.61,4.61,172.4396,OUT049,1569.9564,0.3603574243563071,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDE05,10.895,10.895,146.2102,OUT010,437.4306,0.8516473185166953,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDY10,17.6,17.6,112.7176,OUT049,1717.764,1.3757680409264652,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS43,11.65,11.65,188.22400000000002,OUT049,1304.968,0.9106646407268931,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCM30,19.1,19.1,41.9796,OUT049,784.3124,1.4930209989599708,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY49,17.2,17.2,165.7184,OUT045,1816.3024,1.3445005854508636,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN02,16.5,16.5,206.8638,OUT045,2070.638,1.289782538368561,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP37,15.6,15.6,128.0994,OUT045,2184.4898,1.2194307635484578,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCF07,9.0,9.0,99.6016,OUT035,1922.8304,0.7035177482010333,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ09,15.0,15.0,44.0744,OUT013,633.8416,1.1725295803350555,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO23,12.792854228644991,12.792854228644991,94.3436,OUT027,2269.0464,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH09,12.792854228644991,12.792854228644991,52.4982,OUT027,1209.7586,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX34,6.195,6.195,119.3098,OUT049,1205.098,0.48425471667837794,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV60,20.2,20.2,197.31099999999998,OUT049,3338.987,1.5790065015178747,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE32,20.7,20.7,38.7506,OUT013,227.7036,1.6180908208623765,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCI30,20.25,20.25,245.046,OUT018,4680.5740000000005,1.582914933452325,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDS37,7.655,7.655,117.7492,OUT013,695.0952,0.5983809291643234,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC57,12.792854228644991,12.792854228644991,193.982,OUT019,579.246,1.0000000000000435,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRC01,5.92,5.92,49.0692,OUT017,1478.076,0.4627583410389019,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRD27,18.75,18.75,99.0042,OUT017,694.4294,1.4656619754188194,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDI12,9.395,9.395,88.3856,OUT045,703.0848,0.7343943604831897,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ33,13.35,13.35,149.3708,OUT035,4514.124,1.0435513264981995,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ27,12.792854228644991,12.792854228644991,101.399,OUT019,206.398,1.0000000000000435,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCB07,19.2,19.2,196.21099999999998,OUT010,589.2330000000001,1.500837862828871,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDC08,19.0,19.0,226.172,OUT013,3169.208,1.4852041350910703,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD20,14.15,14.15,124.2046,OUT046,2490.092,1.1060862374494025,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS24,20.85,20.85,88.1514,OUT035,1151.1682,1.6298161166657272,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH34,8.63,8.63,186.0582,OUT017,3900.9222,0.674595351886102,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCX30,16.7,16.7,248.4776,OUT018,6439.6176,1.3054162661063617,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDM01,7.895,7.895,104.5332,OUT046,1845.5976,0.6171414024496842,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB20,7.72,7.72,77.9986,OUT013,934.7832,0.6034618906791086,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCK29,5.615,5.615,121.573,OUT017,3202.498,0.4389169062387558,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDS11,7.05,7.05,224.9088,OUT049,2684.5056,0.5510889027574761,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCV41,14.35,14.35,109.2228,OUT010,221.0456,1.1217199651872032,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRL60,8.52,8.52,151.7682,OUT049,2439.4912,0.6659968016303115,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDV10,7.645,7.645,44.0112,OUT017,596.5568,0.5975992427774333,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV09,12.1,12.1,149.5734,OUT018,2227.101,0.9458405281369447,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ39,14.8,14.8,192.4846,OUT046,5159.2842,1.1568958525972548,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE49,20.75,20.75,153.6024,OUT018,1366.2216,1.6219992527968268,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDR45,10.8,10.8,238.6222,OUT045,8604.7992,0.84422129784124,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRJ23,18.35,18.35,190.2872,OUT010,378.1744,1.434394519943218,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDQ26,13.5,13.5,58.6562,OUT018,711.0744,1.05527662230155,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCA06,20.5,20.5,34.819,OUT017,1061.951,1.6024570931245758,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT24,12.35,12.35,78.6328,OUT018,1004.0264,0.9653826878091957,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRG27,8.895,8.895,39.1138,OUT045,609.207,0.6953100411386879,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDR02,16.7,16.7,110.8886,OUT045,3558.0352,1.3054162661063617,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRG37,16.2,16.2,155.8972,OUT035,2025.3636,1.26633194676186,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDJ07,7.26,7.26,118.115,OUT018,1864.24,0.5675043168821668,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP32,6.65,6.65,126.7678,OUT049,1907.517,0.5198214472818746,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV59,13.35,13.35,218.9166,OUT046,5660.6316,1.0435513264981995,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP60,17.35,17.35,99.8016,OUT035,607.2096,1.3562258812542143,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE32,12.792854228644991,12.792854228644991,39.6506,OUT027,1024.6662,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK26,5.46,5.46,187.424,OUT017,3169.208,0.4268007672419602,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW28,18.25,18.25,197.3452,OUT035,2740.4328,1.4265776560743175,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP56,8.185,8.185,47.7692,OUT049,640.4996,0.6398103076694953,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT25,7.5,7.5,122.2072,OUT046,1960.1152,0.5862647901675277,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ12,12.65,12.65,230.601,OUT035,2067.3089999999997,0.9888332794158968,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR60,14.3,14.3,77.2328,OUT035,231.6984,1.117811533252753,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ10,17.85,17.85,128.002,OUT010,253.00400000000002,1.3953102005987161,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDM13,6.425,6.425,130.5626,OUT010,131.1626,0.5022335035768488,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF26,6.825,6.825,153.4998,OUT045,2153.1972,0.5335009590524503,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN02,12.792854228644991,12.792854228644991,205.3638,OUT027,5383.6588,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCI30,20.25,20.25,245.546,OUT013,1724.422,1.582914933452325,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCJ31,19.2,19.2,243.0196,OUT049,3615.2940000000003,1.500837862828871,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCQ54,17.7,17.7,166.8474,OUT010,168.4474,1.3835849047953654,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDB02,9.695,9.695,175.437,OUT045,2999.429,0.7578449520898909,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC02,12.792854228644991,12.792854228644991,259.3278,OUT027,4165.2448,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA11,7.75,7.75,95.6436,OUT045,1134.5232,0.6058069498397787,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRI23,12.792854228644991,12.792854228644991,159.6578,OUT027,2888.2404,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDE04,19.75,19.75,179.86599999999999,OUT049,2696.49,1.543830614107823,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW38,5.325,5.325,55.5298,OUT010,53.9298,0.4162480010189447,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG46,12.792854228644991,12.792854228644991,115.4518,OUT019,113.8518,1.0000000000000435,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCJ05,12.792854228644991,12.792854228644991,152.3682,OUT027,2287.0229999999997,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDU01,12.792854228644991,12.792854228644991,185.1924,OUT019,555.2772,1.0000000000000435,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDY11,6.71,6.71,66.6142,OUT017,1120.5414,0.5245115656032149,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX60,14.35,14.35,79.296,OUT013,719.064,1.1217199651872032,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCN29,15.2,15.2,47.8034,OUT049,437.4306,1.1881633080728562,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT07,5.82,5.82,256.633,OUT049,2050.6639999999998,0.45494147717000155,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI21,5.59,5.59,61.9168,OUT018,1214.4192,0.4369626902715307,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI41,18.5,18.5,148.0418,OUT046,2059.9852,1.4461198157465684,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE10,12.792854228644991,12.792854228644991,133.1626,OUT027,3672.5528,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ28,14.0,14.0,153.5656,OUT046,3089.312,1.0943609416460518,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY32,7.605,7.605,165.021,OUT010,815.605,0.5944724972298732,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCK05,12.792854228644991,12.792854228644991,61.1536,OUT019,61.2536,1.0000000000000435,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDH12,9.6,9.6,107.12799999999999,OUT045,1278.336,0.7504189314144355,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ27,17.7,17.7,103.8674,OUT017,1528.011,1.3835849047953654,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRL35,15.7,15.7,43.376999999999995,OUT010,129.83100000000002,1.227247627417358,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCY29,13.65,13.65,55.093,OUT017,1301.639,1.0670019181049006,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDC21,14.6,14.6,110.1254,OUT017,1844.9318,1.141262124859454,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM33,15.6,15.6,220.1798,OUT017,5068.7354,1.2194307635484578,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ39,20.25,20.25,217.5482,OUT013,1095.241,1.582914933452325,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDB22,8.02,8.02,151.9998,OUT010,307.5996,0.6269124822858096,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC32,18.35,18.35,93.8462,OUT013,1295.6468,1.434394519943218,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD02,16.6,16.6,118.8124,OUT046,2607.2728,1.2975994022374615,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL28,10.0,10.0,228.6668,OUT035,3455.502,0.781686386890037,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL39,16.1,16.1,179.4318,OUT049,2345.6134,1.2585150828929597,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV37,13.0,13.0,196.2426,OUT010,197.7426,1.016192302957048,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDA28,16.1,16.1,126.5362,OUT017,1761.7068,1.2585150828929597,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL04,19.0,19.0,105.5622,OUT049,1905.5196,1.4852041350910703,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR10,17.6,17.6,163.5552,OUT035,3086.6488,1.3757680409264652,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA39,6.32,6.32,39.1822,OUT017,1060.6194,0.4940257965145034,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR15,9.3,9.3,153.1314,OUT035,4653.942,0.7269683398077345,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ40,11.1,11.1,175.0712,OUT017,3339.6528,0.867671889447941,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG23,12.792854228644991,12.792854228644991,151.2682,OUT027,2439.4912,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDU36,6.15,6.15,99.4384,OUT013,1379.5376,0.4807371279373728,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF47,20.85,20.85,223.9746,OUT046,897.4984,1.6298161166657272,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH14,17.1,17.1,141.4838,OUT046,1404.838,1.3366837215819634,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO45,13.15,13.15,86.3856,OUT018,615.1992,1.0279175987603988,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
